0,1,2,6,7,3,5,8,4
916,Sheryl,Moran,176.11,92.49,F,35,White,sherylmoran7@gmail.com
917,Dorthy,Sullivan,169.05,90.64,F,31,American Indian or Alaska Native,dorthysullivan4@gmail.com
918,Claudia,Gillespie,170.75,118.36,F,27,White,claudiagillespie3@gmail.com
919,Ina,Welch,177.04,109.02,F,21,Black or African American,inawelch4@gmail.com
920,Sonya,Chavez,163.46,91.78,F,36,Asian,sonyachavez1@gmail.com
921,Denise,Fernandez,161.42,127.34,F,44,Prefer not to say,denisefernandez4@gmail.com
922,Celia,Morrow,178.38,190.94,F,51,Asian,celiamorrow4@gmail.com
923,Luisa,Bentley,175.41,113.94,F,37,Prefer not to say,luisabentley8@gmail.com
924,Brooke,Abbott,165.72,172.34,F,36,American Indian or Alaska Native,brookeabbott6@gmail.com
925,Elnora,Wyatt,170.75,103.62,F,36,Native Hawaiian or Other Pacific Islander,elnorawyatt1@gmail.com
926,Tasha,Erickson,159.03,177.33,F,39,American Indian or Alaska Native,tashaerickson9@gmail.com
927,Althea,Mejia,160.01,142.87,F,52,White,altheamejia6@gmail.com
928,Lucille,Stanton,179.04,124.82,F,48,Black or African American,lucillestanton6@gmail.com
929,Adeline,Guzman,178.2,118.51,F,33,Native Hawaiian or Other Pacific Islander,adelineguzman7@gmail.com
930,Marisol,Chambers,166.97,134.1,F,48,White,marisolchambers9@gmail.com
931,Gay,Washington,170.08,107.59,F,48,Prefer not to say,gaywashington5@gmail.com
932,Elvia,Floyd,162.58,166.94,F,20,White,elviafloyd4@gmail.com
933,Araceli,Mann,154.92,113.65,F,52,Black or African American,aracelimann9@gmail.com
934,Cecile,Thornton,160.56,194.95,F,21,Asian,cecilethornton9@gmail.com
935,Ofelia,Villanueva,175.53,141.95,F,38,American Indian or Alaska Native,ofeliavillanueva8@gmail.com
936,Charlotte,Liu,154.88,91.71,F,24,Prefer not to say,charlotteliu3@gmail.com
937,Rosemarie,Gaines,155.01,131.25,F,57,Black or African American,rosemariegaines2@gmail.com
938,Lydia,Russell,177.26,191.12,F,33,Prefer not to say,lydiarussell5@gmail.com
939,Anne,Lynn,172.78,174.37,F,47,American Indian or Alaska Native,annelynn9@gmail.com
940,Vickie,Holmes,159.78,153.21,F,21,Black or African American,vickieholmes3@gmail.com
941,Virgie,Rangel,171.24,131.91,F,54,White,virgierangel3@gmail.com
942,Carmela,Gonzalez,177.25,101.61,F,54,Native Hawaiian or Other Pacific Islander,carmelagonzalez5@gmail.com
943,Aurelia,Ellis,171.58,134.48,F,38,Asian,aureliaellis9@gmail.com
944,Leslie,Castillo,157.97,170.96,F,52,Asian,lesliecastillo1@gmail.com
945,Maggie,Gibbs,168.24,147.06,F,34,Native Hawaiian or Other Pacific Islander,maggiegibbs4@gmail.com
946,Elsie,Maxwell,162.11,158.39,F,49,Native Hawaiian or Other Pacific Islander,elsiemaxwell1@gmail.com
947,Audra,Spencer,175.85,156.89,F,49,Asian,audraspencer4@gmail.com
948,Janice,Leblanc,152.71,126.46,F,36,Prefer not to say,janiceleblanc9@gmail.com
949,Charmaine,Little,178.51,110.44,F,54,American Indian or Alaska Native,charmainelittle3@gmail.com
950,Jeanne,Robinson,167.97,141.01,F,57,Asian,jeannerobinson5@gmail.com
951,Stacie,Mcmillan,178.22,113.85,F,44,White,staciemcmillan7@gmail.com
952,Gale,Patel,177.39,133.75,F,35,Native Hawaiian or Other Pacific Islander,galepatel7@gmail.com
953,Charlene,Olson,172.13,121.56,F,52,Prefer not to say,charleneolson7@gmail.com
954,Claudette,Murphy,172.41,129.08,F,46,American Indian or Alaska Native,claudettemurphy1@gmail.com
955,Lois,Benitez,158.69,104.03,F,34,White,loisbenitez4@gmail.com
956,Regina,Tran,163.47,104.82,F,58,Asian,reginatran6@gmail.com
957,Dorothy,Moyer,182.66,112.57,F,39,White,dorothymoyer8@gmail.com
958,Shawna,Andrews,169.71,136.55,F,20,American Indian or Alaska Native,shawnaandrews8@gmail.com
959,Eugenia,Stevens,174.33,157.09,F,29,Black or African American,eugeniastevens7@gmail.com
960,Tommie,Duarte,165.13,194.25,F,60,American Indian or Alaska Native,tommieduarte8@gmail.com
961,Glenna,Werner,152.68,176.64,F,42,Native Hawaiian or Other Pacific Islander,glennawerner5@gmail.com
962,Alicia,Stephenson,163.21,171.9,F,27,Black or African American,aliciastephenson3@gmail.com
963,Ora,Wiggins,179.14,179.84,F,36,Native Hawaiian or Other Pacific Islander,orawiggins4@gmail.com
964,Patti,Buck,181.33,123.95,F,24,White,pattibuck5@gmail.com
965,Mia,Melendez,164.51,118.3,F,51,White,miamelendez9@gmail.com
966,Lynne,Prince,169.28,133.47,F,39,Asian,lynneprince4@gmail.com
967,Tamika,Boyle,154.7,111.8,F,60,White,tamikaboyle2@gmail.com
968,Rochelle,Farmer,158.03,138.15,F,48,Prefer not to say,rochellefarmer3@gmail.com
969,Terra,Powers,161.62,99.38,F,30,Asian,terrapowers2@gmail.com
970,Leila,Blanchard,174.06,107.46,F,53,Prefer not to say,leilablanchard1@gmail.com
971,Angeline,Shah,155.04,172.89,F,39,Native Hawaiian or Other Pacific Islander,angelineshah2@gmail.com
972,Elisa,Barry,163.46,143.38,F,49,Prefer not to say,elisabarry6@gmail.com
973,Earline,Warren,170.62,139.25,F,58,White,earlinewarren9@gmail.com
974,Kaitlin,Goodman,178.15,91.26,F,43,Native Hawaiian or Other Pacific Islander,kaitlingoodman6@gmail.com
975,Karina,Marks,169.2,113.43,F,39,Asian,karinamarks6@gmail.com
976,Sofia,Reed,164.56,105.63,F,26,White,sofiareed1@gmail.com
977,Nina,Ibarra,168.19,92.68,F,59,Native Hawaiian or Other Pacific Islander,ninaibarra3@gmail.com
978,Elena,Clements,182.37,150.66,F,43,Black or African American,elenaclements3@gmail.com
979,Janie,Solomon,177.99,136.14,F,37,Prefer not to say,janiesolomon8@gmail.com
980,Chandra,Lara,155.62,130.21,F,56,White,chandralara6@gmail.com
981,Roxanne,Boyd,154.67,165.5,F,32,Black or African American,roxanneboyd6@gmail.com
982,Vickie,Rocha,164.1,114.96,F,59,Prefer not to say,vickierocha7@gmail.com
983,Cassie,Davidson,181.61,153.32,F,39,American Indian or Alaska Native,cassiedavidson2@gmail.com
984,Louella,Tanner,180.35,141.75,F,21,White,louellatanner7@gmail.com
985,Maribel,Oneill,180.69,132,F,42,Asian,maribeloneill7@gmail.com
986,Cherie,Contreras,160.94,145,F,52,Black or African American,cheriecontreras2@gmail.com
987,Tracey,Thornton,153.95,168.9,F,56,Black or African American,traceythornton5@gmail.com
988,Deanna,Andersen,155.37,104.67,F,25,White,deannaandersen4@gmail.com
989,Ines,Parks,154.99,160.34,F,52,White,inesparks6@gmail.com
990,Bridget,Spencer,173.43,123.25,F,25,Asian,bridgetspencer6@gmail.com
991,Janell,Weaver,169.46,148.33,F,24,Native Hawaiian or Other Pacific Islander,janellweaver3@gmail.com
992,Minnie,Keith,165.47,101.12,F,40,White,minniekeith9@gmail.com
993,Beatriz,Schultz,162.25,124.2,F,36,Asian,beatrizschultz5@gmail.com
994,Anita,Wall,153.45,144.16,F,39,White,anitawall6@gmail.com
995,Reva,Grant,169,131.58,F,48,White,revagrant3@gmail.com
996,Freda,Soto,154.17,168.88,F,56,Black or African American,fredasoto3@gmail.com
997,Brandie,Sanders,170.63,104.07,F,28,Black or African American,brandiesanders7@gmail.com
998,Lorna,Mccormick,158.76,120.11,F,59,Native Hawaiian or Other Pacific Islander,lornamccormick1@gmail.com
999,Florence,Weeks,160.2,108.61,F,28,Prefer not to say,florenceweeks7@gmail.com
1000,Trina,Ali,170.03,180.4,F,57,Prefer not to say,trinaali8@gmail.com
1001,Estelle,Ho,161.9,110.49,F,56,Black or African American,estelleho1@gmail.com
1002,Marsha,Fry,166.01,180.27,F,48,American Indian or Alaska Native,marshafry2@gmail.com
1003,Abby,Hudson,156.18,169.73,F,36,Native Hawaiian or Other Pacific Islander,abbyhudson4@gmail.com
1004,Shannon,Mitchell,181.44,116.1,F,29,American Indian or Alaska Native,shannonmitchell1@gmail.com
1005,Elizabeth,Larson,165.25,170.83,F,31,White,elizabethlarson3@gmail.com
1006,Doreen,Cooley,175.04,150.03,F,55,White,doreencooley8@gmail.com
1007,Florence,Stafford,152.94,130.17,F,50,Asian,florencestafford3@gmail.com
1008,Tanisha,Evans,172.06,175.12,F,24,Prefer not to say,tanishaevans7@gmail.com
1009,May,Mcdaniel,173.47,114.61,F,51,Prefer not to say,maymcdaniel3@gmail.com
1010,Lucile,Hines,170.54,125.68,F,31,Asian,lucilehines4@gmail.com
1011,Lenora,Moreno,162.15,108.13,F,35,Native Hawaiian or Other Pacific Islander,lenoramoreno3@gmail.com
1012,Willie,Cardenas,176.63,99.79,F,35,American Indian or Alaska Native,williecardenas9@gmail.com
1013,Sally,Hale,174.35,199.79,F,46,Prefer not to say,sallyhale2@gmail.com
1014,Hallie,Rice,172.32,100.28,F,59,Prefer not to say,hallierice6@gmail.com
1015,Bessie,White,176.69,114.15,F,39,American Indian or Alaska Native,bessiewhite9@gmail.com
1016,Rosa,Mooney,171.84,142.82,F,21,Black or African American,rosamooney6@gmail.com
1017,Charmaine,Day,182.05,110.01,F,21,Prefer not to say,charmaineday6@gmail.com
1018,Stefanie,Chung,153.51,190.3,F,33,Native Hawaiian or Other Pacific Islander,stefaniechung9@gmail.com
1019,Joy,Schneider,177.62,174,F,43,Prefer not to say,joyschneider7@gmail.com
1020,Ursula,Richards,159.39,105.92,F,34,Native Hawaiian or Other Pacific Islander,ursularichards9@gmail.com
1021,Bridgette,Pruitt,164.14,106.73,F,58,Black or African American,bridgettepruitt8@gmail.com
1022,Elaine,Maldonado,182.24,157.62,F,51,American Indian or Alaska Native,elainemaldonado6@gmail.com
1023,Katie,Church,174.49,184.74,F,42,Black or African American,katiechurch6@gmail.com
1024,Angelita,Barrett,168.75,167.56,F,29,Black or African American,angelitabarrett9@gmail.com
1025,Alison,Downs,179.96,113.66,F,47,Native Hawaiian or Other Pacific Islander,alisondowns5@gmail.com
1026,Wendy,Berger,182.37,163.69,F,30,Native Hawaiian or Other Pacific Islander,wendyberger2@gmail.com
1027,Dollie,Foster,158.94,145.25,F,45,American Indian or Alaska Native,dolliefoster5@gmail.com
1028,Kelly,Cruz,154.52,140.15,F,21,Native Hawaiian or Other Pacific Islander,kellycruz8@gmail.com
1029,Frieda,Brady,169.57,180.82,F,41,White,friedabrady2@gmail.com
1030,Aida,Nash,166.31,163.71,F,54,Asian,aidanash8@gmail.com
1031,Tammi,Goodman,174.33,137.53,F,29,Black or African American,tammigoodman2@gmail.com
1032,Courtney,Sexton,161.02,161.7,F,44,White,courtneysexton6@gmail.com
1033,Mara,Reeves,162.4,115.05,F,54,Native Hawaiian or Other Pacific Islander,marareeves4@gmail.com
1034,Kate,Nolan,180.05,126.47,F,38,Asian,katenolan8@gmail.com
1035,Pearlie,Rios,175.9,159.29,F,46,Prefer not to say,pearlierios9@gmail.com
1036,Genevieve,Jimenez,166.24,163.71,F,32,Native Hawaiian or Other Pacific Islander,genevievejimenez1@gmail.com
1037,Jill,Gonzales,164.97,175.74,F,50,White,jillgonzales4@gmail.com
1038,Lidia,Mccarthy,155.78,160.54,F,55,Native Hawaiian or Other Pacific Islander,lidiamccarthy3@gmail.com
1039,Marisa,Ibarra,179.56,100.39,F,46,Asian,marisaibarra5@gmail.com
1040,Kaye,Buck,160.91,145.72,F,43,Asian,kayebuck4@gmail.com
1041,Susanne,Mcintyre,172.47,194.28,F,24,White,susannemcintyre1@gmail.com
1042,Estela,Arellano,177.58,149.32,F,41,Native Hawaiian or Other Pacific Islander,estelaarellano9@gmail.com
1043,Thelma,Duffy,159.76,119.53,F,36,American Indian or Alaska Native,thelmaduffy5@gmail.com
1044,Melisa,Randall,158.54,130.61,F,20,Asian,melisarandall6@gmail.com
1045,Pamela,Russo,180.17,99.66,F,59,Asian,pamelarusso5@gmail.com
1046,Juliet,Lawson,176.26,162.19,F,37,White,julietlawson4@gmail.com
1047,Doris,Macias,171.4,94.03,F,49,American Indian or Alaska Native,dorismacias4@gmail.com
1048,Berta,Huerta,173.69,106.55,F,54,Native Hawaiian or Other Pacific Islander,bertahuerta2@gmail.com
1049,Valeria,Sutton,159.86,144.99,F,37,Prefer not to say,valeriasutton2@gmail.com
1050,Rose,Santana,163.57,92.38,F,45,Prefer not to say,rosesantana1@gmail.com
1051,Hilary,Moss,161.21,108.27,F,46,White,hilarymoss7@gmail.com
1052,Cynthia,Conner,166.89,195.86,F,53,Prefer not to say,cynthiaconner1@gmail.com
1053,Effie,Bautista,152.65,107.84,F,23,White,effiebautista2@gmail.com
1054,Chrystal,Proctor,165.47,128.6,F,39,American Indian or Alaska Native,chrystalproctor2@gmail.com
1055,Gail,Malone,171.25,144.7,F,34,White,gailmalone1@gmail.com
1056,Samantha,Roberson,177.66,101.69,F,35,American Indian or Alaska Native,samantharoberson6@gmail.com
1057,Elinor,Shannon,173.27,106.9,F,57,Asian,elinorshannon2@gmail.com
1058,Kaye,Freeman,154.73,139.05,F,31,Native Hawaiian or Other Pacific Islander,kayefreeman3@gmail.com
1059,Nona,Hart,181.06,176.11,F,29,White,nonahart6@gmail.com
1060,Adele,Daugherty,177.1,172.2,F,36,Native Hawaiian or Other Pacific Islander,adeledaugherty9@gmail.com
1061,Mandy,Anderson,155.12,176.33,F,38,Prefer not to say,mandyanderson6@gmail.com
1062,Alana,Higgins,179.9,153.3,F,21,Asian,alanahiggins9@gmail.com
1063,Violet,Parks,168.11,109.47,F,41,Asian,violetparks9@gmail.com
1064,Darlene,Wheeler,170.85,119.93,F,36,White,darlenewheeler2@gmail.com
1065,Britney,Carlson,180.33,118.98,F,51,American Indian or Alaska Native,britneycarlson1@gmail.com
1066,Margarita,Walters,155.57,110.25,F,31,White,margaritawalters2@gmail.com
1067,Jessie,Bates,179.21,111.1,F,34,American Indian or Alaska Native,jessiebates3@gmail.com
1068,Frankie,Ward,169.69,160.87,F,34,White,frankieward9@gmail.com
1069,Claudia,Berg,178.71,131.32,F,36,Prefer not to say,claudiaberg9@gmail.com
1070,Merle,Duarte,153.52,115.63,F,33,Prefer not to say,merleduarte8@gmail.com
1071,Donna,Doyle,177.16,111.49,F,22,Native Hawaiian or Other Pacific Islander,donnadoyle6@gmail.com
1072,Lakisha,Ball,163.83,157.81,F,31,American Indian or Alaska Native,lakishaball1@gmail.com
1073,Amie,Werner,167.15,94.05,F,28,Prefer not to say,amiewerner9@gmail.com
1074,Toni,Barajas,182.86,115.37,F,22,Native Hawaiian or Other Pacific Islander,tonibarajas5@gmail.com
1075,Cindy,Wise,171.01,133.53,F,35,Prefer not to say,cindywise8@gmail.com
1076,Shelly,Terry,168.18,149.61,F,28,Prefer not to say,shellyterry7@gmail.com
1077,Bridgette,Huang,165.86,157.51,F,45,Prefer not to say,bridgettehuang9@gmail.com
1078,Ava,Barron,163.48,143.68,F,20,American Indian or Alaska Native,avabarron2@gmail.com
1079,Stephanie,Schmidt,182.79,90.46,F,60,Native Hawaiian or Other Pacific Islander,stephanieschmidt6@gmail.com
1080,Janet,Best,164.27,175.74,F,49,Native Hawaiian or Other Pacific Islander,janetbest7@gmail.com
1081,Rosemary,Potts,173.95,176.3,F,28,White,rosemarypotts9@gmail.com
1082,Darla,Bray,154.38,143.87,F,56,American Indian or Alaska Native,darlabray7@gmail.com
1083,Monique,Drake,181.53,133.15,F,39,American Indian or Alaska Native,moniquedrake6@gmail.com
1084,Tonia,Holder,182.21,100.82,F,38,Black or African American,toniaholder6@gmail.com
1085,Eddie,Norris,166.72,187.72,F,52,Native Hawaiian or Other Pacific Islander,eddienorris6@gmail.com
1086,Pauline,Barrett,160.98,136.88,F,42,Black or African American,paulinebarrett5@gmail.com
1087,Isabel,Hunt,153,121.3,F,33,Asian,isabelhunt2@gmail.com
1088,Megan,Cole,182.61,149.4,F,58,Asian,megancole8@gmail.com
1089,Lou,Norman,182.46,119.23,F,54,White,lounorman9@gmail.com
1090,Elaine,Greene,175.19,185.13,F,49,Native Hawaiian or Other Pacific Islander,elainegreene6@gmail.com
1091,Cara,Miles,159.21,156.78,F,45,Prefer not to say,caramiles1@gmail.com
1092,Ethel,Flowers,179.39,91.16,F,54,Native Hawaiian or Other Pacific Islander,ethelflowers7@gmail.com
1093,Penelope,Frye,179.51,175.93,F,36,Asian,penelopefrye4@gmail.com
1094,Alison,Pineda,158.53,197.92,F,22,Native Hawaiian or Other Pacific Islander,alisonpineda9@gmail.com
1095,Estelle,Arellano,170.14,183.64,F,27,Asian,estellearellano9@gmail.com
1096,Muriel,Patel,177.25,137.15,F,27,White,murielpatel4@gmail.com
1097,Marcia,Hurst,162.93,101.56,F,27,American Indian or Alaska Native,marciahurst4@gmail.com
1098,Johnnie,Waller,162.98,117.92,F,47,Black or African American,johnniewaller4@gmail.com
1099,Dana,Wagner,153.94,132.17,F,56,Prefer not to say,danawagner2@gmail.com
1100,Jocelyn,Kent,166.25,115.14,F,55,Black or African American,jocelynkent6@gmail.com
1101,Elma,Estes,177.11,108.27,F,59,Prefer not to say,elmaestes4@gmail.com
1102,Christa,Charles,162.8,163.48,F,28,White,christacharles9@gmail.com
1103,Opal,Russell,175.13,163.61,F,43,American Indian or Alaska Native,opalrussell2@gmail.com
1104,Annmarie,Rosario,158.41,199.97,F,60,Prefer not to say,annmarierosario2@gmail.com
1105,Lara,Allen,162.94,190.05,F,35,Native Hawaiian or Other Pacific Islander,laraallen4@gmail.com
1106,Sonja,Gonzalez,179.99,181.53,F,33,Native Hawaiian or Other Pacific Islander,sonjagonzalez6@gmail.com
1107,Jewel,Glover,180.28,172.93,F,20,Prefer not to say,jewelglover7@gmail.com
1108,Latasha,Rice,175.41,112.1,F,31,Native Hawaiian or Other Pacific Islander,latasharice7@gmail.com
1109,Amy,Macdonald,179.09,171.45,F,31,American Indian or Alaska Native,amymacdonald3@gmail.com
1110,Nichole,Underwood,170.3,165.77,F,32,White,nicholeunderwood7@gmail.com
1111,Cornelia,Johnston,163.51,107.83,F,36,Native Hawaiian or Other Pacific Islander,corneliajohnston6@gmail.com
1112,Barbra,Horton,168.62,114.52,F,30,Prefer not to say,barbrahorton5@gmail.com
1113,Brandy,Bauer,155.76,160.52,F,58,Black or African American,brandybauer2@gmail.com
1114,Tracey,Clements,169.96,182.55,F,26,White,traceyclements6@gmail.com
1115,Crystal,Kirk,171.76,90.82,F,59,Prefer not to say,crystalkirk9@gmail.com
1116,Zelma,Brown,170.13,141.81,F,55,Native Hawaiian or Other Pacific Islander,zelmabrown5@gmail.com
1117,Natalie,Reid,155.73,150.41,F,24,White,nataliereid5@gmail.com
1118,Essie,Harvey,160.65,182.04,F,58,White,essieharvey9@gmail.com
1119,Mai,Blankenship,155.02,113.78,F,57,Native Hawaiian or Other Pacific Islander,maiblankenship1@gmail.com
1120,Lorena,Bruce,174.61,109.49,F,51,Prefer not to say,lorenabruce9@gmail.com
1121,Mabel,Johnson,157.51,136.39,F,40,American Indian or Alaska Native,mabeljohnson5@gmail.com
1122,Camille,Mueller,176.99,173.43,F,24,Prefer not to say,camillemueller4@gmail.com
1123,Linda,Morrow,155.87,105.26,F,48,Asian,lindamorrow2@gmail.com
1124,Janis,Bautista,182.29,163.65,F,48,Asian,janisbautista2@gmail.com
1125,Toni,Keller,173.98,90.21,F,26,Native Hawaiian or Other Pacific Islander,tonikeller2@gmail.com
1126,Jessica,Maldonado,153.12,160.28,F,55,Black or African American,jessicamaldonado7@gmail.com
1127,Desiree,Copeland,159.63,108.24,F,57,Black or African American,desireecopeland5@gmail.com
1128,Natasha,Lopez,158.67,129.96,F,37,Asian,natashalopez4@gmail.com
1129,Elvia,Carson,167.39,187.83,F,47,Native Hawaiian or Other Pacific Islander,elviacarson3@gmail.com
1130,Enid,Barron,174.38,160.22,F,47,Prefer not to say,enidbarron3@gmail.com
1131,Terri,Ewing,166.86,141.6,F,54,Prefer not to say,terriewing4@gmail.com
1132,Sadie,Blanchard,156.17,150.33,F,48,Asian,sadieblanchard6@gmail.com
1133,Lila,Sharp,177.02,173.21,F,36,Black or African American,lilasharp2@gmail.com
1134,Kelsey,Raymond,172.03,118.95,F,55,Black or African American,kelseyraymond7@gmail.com
1135,Sheree,Mccarty,179.03,148.36,F,20,American Indian or Alaska Native,shereemccarty6@gmail.com
1136,Maryann,Stephens,153.17,188.38,F,34,American Indian or Alaska Native,maryannstephens8@gmail.com
1137,Jimmie,Carroll,178.63,191.71,F,59,Native Hawaiian or Other Pacific Islander,jimmiecarroll1@gmail.com
1138,Silvia,Levine,181.34,143.92,F,58,Asian,silvialevine5@gmail.com
1139,Allison,Harper,169.64,142.42,F,36,Native Hawaiian or Other Pacific Islander,allisonharper1@gmail.com
1140,Helene,Clark,156.29,124.77,F,59,American Indian or Alaska Native,heleneclark2@gmail.com
1141,Lola,Wagner,179.54,104,F,37,Black or African American,lolawagner1@gmail.com
1142,Pam,Alexander,160.6,165.64,F,41,Asian,pamalexander2@gmail.com
1143,Melisa,Burke,176.56,162.21,F,27,Prefer not to say,melisaburke4@gmail.com
1144,Shelby,Hanna,175.57,186.76,F,44,American Indian or Alaska Native,shelbyhanna5@gmail.com
1145,Rosalind,Mcfarland,173.62,184.07,F,39,Native Hawaiian or Other Pacific Islander,rosalindmcfarland5@gmail.com
1146,Kimberley,Gilbert,166.27,145.04,F,32,Native Hawaiian or Other Pacific Islander,kimberleygilbert1@gmail.com
1147,Mercedes,Thornton,173.65,147.75,F,34,Native Hawaiian or Other Pacific Islander,mercedesthornton7@gmail.com
1148,Gabrielle,Archer,174.64,162.69,F,47,Asian,gabriellearcher8@gmail.com
1149,Sallie,Martin,156.64,198.52,F,24,Asian,salliemartin4@gmail.com
1150,Celina,Phelps,179.91,95,F,48,Prefer not to say,celinaphelps6@gmail.com
1151,Alba,Montes,154.43,191.26,F,24,Native Hawaiian or Other Pacific Islander,albamontes9@gmail.com
1152,Luz,Fisher,169.9,96.69,F,36,Black or African American,luzfisher3@gmail.com
1153,Kenya,Morrow,153.42,189.55,F,49,Black or African American,kenyamorrow1@gmail.com
1154,Emilia,Obrien,153.05,118.56,F,35,Black or African American,emiliaobrien7@gmail.com
1155,Jody,Hutchinson,168.1,112.1,F,58,White,jodyhutchinson3@gmail.com
1156,Sofia,Peters,174.67,120.53,F,52,Native Hawaiian or Other Pacific Islander,sofiapeters3@gmail.com
1157,Anita,Mays,152.59,137.64,F,20,Prefer not to say,anitamays4@gmail.com
1158,Kari,Cisneros,182.67,96.27,F,56,Black or African American,karicisneros4@gmail.com
1159,Marie,Ross,161.94,161.41,F,56,White,marieross6@gmail.com
1160,Angela,Jensen,168.09,116.7,F,50,Native Hawaiian or Other Pacific Islander,angelajensen1@gmail.com
1161,Tammi,Kline,160.46,132.73,F,38,Black or African American,tammikline8@gmail.com
1162,Caitlin,Weeks,156.21,150.71,F,38,Prefer not to say,caitlinweeks1@gmail.com
1163,Esmeralda,Singleton,153.49,118.49,F,55,Black or African American,esmeraldasingleton8@gmail.com
1164,Wendy,Caldwell,160.01,136.96,F,30,Native Hawaiian or Other Pacific Islander,wendycaldwell4@gmail.com
1165,Alexandria,Mcintosh,162.49,127.8,F,51,Black or African American,alexandriamcintosh1@gmail.com
1166,Bessie,Huffman,161.69,188.49,F,37,Native Hawaiian or Other Pacific Islander,bessiehuffman7@gmail.com
1167,Jerry,Cabrera,167.97,197.45,F,22,American Indian or Alaska Native,jerrycabrera5@gmail.com
1168,Yolanda,Baxter,161.4,191.42,F,42,American Indian or Alaska Native,yolandabaxter8@gmail.com
1169,Katheryn,Hodges,182.84,160.31,F,53,Native Hawaiian or Other Pacific Islander,katherynhodges2@gmail.com
1170,Marcy,Ho,182.18,199.58,F,56,Black or African American,marcyho7@gmail.com
1171,Maude,Sanders,182.78,191.71,F,44,Asian,maudesanders7@gmail.com
1172,Sherrie,Moore,177.4,139.35,F,56,Prefer not to say,sherriemoore9@gmail.com
1173,Susie,Rivera,171.9,122.46,F,43,Prefer not to say,susierivera3@gmail.com
1174,Marianne,Murray,182.3,196.4,F,51,Asian,mariannemurray9@gmail.com
1175,Dina,Douglas,166.96,131.92,F,21,Asian,dinadouglas5@gmail.com
1176,Johnnie,Snyder,154.98,142.59,F,44,American Indian or Alaska Native,johnniesnyder6@gmail.com
1177,Abigail,Mcgee,181.23,164.6,F,37,Native Hawaiian or Other Pacific Islander,abigailmcgee3@gmail.com
1178,Rita,Horne,175.83,103.51,F,59,Black or African American,ritahorne2@gmail.com
1179,Ivy,Gibbs,174.42,192.29,F,49,Native Hawaiian or Other Pacific Islander,ivygibbs2@gmail.com
1180,Glenda,Rollins,162.74,91.95,F,46,Asian,glendarollins8@gmail.com
1181,Catalina,Shelton,179.69,184.29,F,33,White,catalinashelton2@gmail.com
1182,Earlene,Church,165.43,113.32,F,57,Prefer not to say,earlenechurch9@gmail.com
1183,Carmela,Soto,177.67,126.08,F,51,White,carmelasoto1@gmail.com
1184,Adrian,Hunter,167.22,123.81,F,55,Native Hawaiian or Other Pacific Islander,adrianhunter7@gmail.com
1185,Lydia,Holland,162.72,126.4,F,37,Asian,lydiaholland9@gmail.com
1186,Lillie,Martinez,182.64,195.4,F,36,Native Hawaiian or Other Pacific Islander,lilliemartinez8@gmail.com
1187,Becky,Allen,177.41,116.61,F,21,White,beckyallen2@gmail.com
1188,Elise,Moreno,173.88,170.43,F,24,Native Hawaiian or Other Pacific Islander,elisemoreno7@gmail.com
1189,Wendi,Santos,157.25,121.08,F,36,American Indian or Alaska Native,wendisantos7@gmail.com
1190,Wilda,Cochran,159.78,194.16,F,53,Prefer not to say,wildacochran3@gmail.com
1191,Loraine,Vaughn,171.63,112.31,F,29,Prefer not to say,lorainevaughn8@gmail.com
1192,Bernadine,Daniel,176.15,130.96,F,22,Asian,bernadinedaniel2@gmail.com
1193,Sadie,Watson,182.01,148.14,F,52,Asian,sadiewatson9@gmail.com
1194,Josephine,Chaney,165.87,179.71,F,52,Prefer not to say,josephinechaney9@gmail.com
1195,Heather,Bright,172.23,137.78,F,55,Prefer not to say,heatherbright4@gmail.com
1196,Cynthia,French,178.24,135,F,36,Native Hawaiian or Other Pacific Islander,cynthiafrench2@gmail.com
1197,Elinor,Knox,163.53,165.79,F,22,American Indian or Alaska Native,elinorknox9@gmail.com
1198,Maxine,Shaw,161.8,138.79,F,36,Asian,maxineshaw2@gmail.com
1199,Jeanie,Bond,157.28,104.27,F,57,American Indian or Alaska Native,jeaniebond6@gmail.com
1200,Karin,Gross,178.22,165.78,F,52,Asian,karingross9@gmail.com
